,Score
2023-06-22 19:07:50+00:00,1.6690061688423157
2023-06-22 16:00:22+00:00,2.482454791665077
2023-06-20 21:44:41+00:00,2.005759995430708
2023-06-20 16:00:46+00:00,1.9986046701669693
2023-06-16 14:53:45+00:00,1.5200553089380264
2023-06-16 13:00:23+00:00,1.9730855915695429
2023-06-15 18:46:56+00:00,1.1347967442125082
2023-06-15 18:46:00+00:00,2.0734239481389523
2023-06-15 17:41:39+00:00,2.140972025692463
2023-06-15 15:57:29+00:00,2.0027013309299946
2023-06-15 14:46:33+00:00,1.5412493497133255
2023-06-15 00:05:35+00:00,2.047950878739357
2023-06-14 15:39:36+00:00,1.2067439053207636
2023-06-14 14:54:27+00:00,1.9808583669364452
2023-06-14 13:25:27+00:00,2.8099197326228023
2023-06-14 01:09:20+00:00,2.641067055054009
2023-06-13 21:33:20+00:00,2.099762212485075
2023-06-13 19:11:37+00:00,1.3180027324706316
2023-06-13 18:15:23+00:00,1.6098895445466042
2023-06-13 18:08:41+00:00,1.7233071364462376
2023-06-13 15:46:30+00:00,1.9441022593528032
2023-06-11 23:48:01+00:00,1.4303394127637148
2023-06-11 17:06:21+00:00,2.9420574195683002
2023-06-11 17:02:11+00:00,1.8052718043327332
2023-06-10 22:16:53+00:00,2.1084987819194794
2023-06-10 21:40:32+00:00,1.092854999937117
2023-06-10 21:17:49+00:00,1.116062096785754
2023-06-10 20:34:45+00:00,1.2196397008374333
2023-06-10 17:42:28+00:00,1.2962660174816847
2023-06-10 14:48:43+00:00,2.0708260610699654
2023-06-10 14:44:28+00:00,1.8902151249349117
2023-06-10 13:59:19+00:00,1.8288450986146927
2023-06-10 03:50:01+00:00,1.1770754856988788
2023-06-10 01:00:10+00:00,1.9833377003669739
2023-06-09 19:53:44+00:00,2.914484793320298
2023-06-09 19:52:57+00:00,2.1647946760058403
2023-06-09 19:49:55+00:00,1.700571246445179
2023-06-09 16:14:25+00:00,2.0165577232837677
2023-06-07 22:50:30+00:00,1.9727699756622314
2023-06-01 23:56:45+00:00,2.0131103564053774
2023-06-01 15:05:22+00:00,2.4644287363626063
2023-06-01 15:02:26+00:00,2.1143187768757343
2023-05-30 14:47:54+00:00,2.1953511787578464
2023-05-26 21:03:39+00:00,2.0800666846334934
2023-05-25 20:50:10+00:00,1.1280797100625932
2023-05-25 12:04:27+00:00,2.1487622037529945
2023-05-23 21:16:21+00:00,2.039805717766285
2023-05-23 01:17:14+00:00,2.0529701858758926
2023-05-22 17:08:05+00:00,2.9869052583817393
2023-05-18 17:44:48+00:00,2.099775832146406
2023-05-15 18:34:08+00:00,2.064732164144516
2023-05-15 17:51:17+00:00,2.0826785787940025
2023-05-15 17:49:23+00:00,1.2006400609388947
2023-05-15 11:27:59+00:00,2.985084326704964
2023-05-15 11:26:37+00:00,2.0176595225930214
2023-05-15 11:21:17+00:00,2.957357316277921
2023-05-05 15:49:07+00:00,2.1657027825713158
2023-05-04 12:43:20+00:00,2.4730610363185406
2023-05-04 11:07:22+00:00,1.6384988650679588
2023-05-03 22:30:42+00:00,2.2658066786825657
